wav_filename,sentence,char_count
common_voice_pt_19291303.wav,Quem trancou a porta?,21
common_voice_pt_19291305.wav,A cabeça está melhor?,21
common_voice_pt_19291307.wav,Silêncio vale ouro.,19
common_voice_pt_19291333.wav,Voleibol de praia do jogo de três mulheres.,43
common_voice_pt_19291334.wav,Houve um acidente.,18
common_voice_pt_19291335.wav,Em outros momentos? em um momento crucial? Facilito as coisas acontecerem.,74
common_voice_pt_19291336.wav,Seu filho era veterinário,25
common_voice_pt_19291337.wav,Atletas do nosso concelho.,26
common_voice_pt_19291365.wav,Duas pessoas sentadas em uma pedra em um parque da cidade.,58
common_voice_pt_19291367.wav,Vovó se senta na porta da cozinha,33
common_voice_pt_19291368.wav,Minha mãe me levou para ver um médico.,38
common_voice_pt_19291370.wav,Ambos sabiam falar bem no idioma local.,39
common_voice_pt_19291372.wav,Eu fui a sua casa uma centena de vezes.,39
common_voice_pt_19291428.wav,É a filosofia que garante a liberdade de todos.,47
common_voice_pt_19291429.wav,É quando ele estará em segurança e nem um minuto antes.,55
common_voice_pt_19291430.wav,O menino também ficou entristecido porque seu amigo estava em busca de seu destino.,83
common_voice_pt_19291432.wav,Os alunos tingem suas cores.,28
common_voice_pt_19291466.wav,"Todos esses exemplos significam a mesma coisa, mas eles também enfatizam coisas diferentes.",91
common_voice_pt_19291468.wav,Acontece que isso é mais fácil do que você poderia esperar.,59
common_voice_pt_19291469.wav,Você não pode desembaralhar um ovo mexido.,42
common_voice_pt_19291471.wav,O que eu vou fazer?,19
common_voice_pt_19291472.wav,Riqueza sem fim,15
common_voice_pt_19291499.wav,Você pode imaginar esbarrar em uma carga de policiais?,54
common_voice_pt_19291501.wav,Você gosta de assitir Anime?,28
common_voice_pt_19291502.wav,"Esta cerveja foi fabricada na Alemanha, mais especificamente na Baviera.",72
common_voice_pt_19291503.wav,Ligar para o meu irmão.,23
common_voice_pt_19291504.wav,Eu lhe disse que Baldwin estava com problemas.,46
common_voice_pt_19291530.wav,Por que vocês não recebem suas próprias notícias?,49
common_voice_pt_19291531.wav,Insira seu cartão para se identificar.,38
common_voice_pt_19291532.wav,Volte e ajude todos,19
common_voice_pt_19291533.wav,"Atenciosamente,? satan.",23
common_voice_pt_19291534.wav,Por que você não está com ele?,30
common_voice_pt_19291554.wav,Eles estavam escondendo ele.,28
common_voice_pt_19291556.wav,Um pontapé na bunda é um passo em frente.,41
common_voice_pt_19291557.wav,Esses bandidos recebem o que merecem.,37
common_voice_pt_19291558.wav,Mas? se você puder? tentar tomar suas próprias decisões.,56
common_voice_pt_19291559.wav,Um homem sem camisa com tatuagens está trabalhando em andaimes.,63
common_voice_pt_19291590.wav,Vendo um raio de luz no escuro,30
common_voice_pt_19291591.wav,Você apostou seu baixo dólar que nós faríamos!,46
common_voice_pt_19291592.wav,Isso não acontece com qualquer um!,34
common_voice_pt_19291594.wav,"Se você não parar de me seguir, vou chamar a polícia.",53
common_voice_pt_19291595.wav,Todos estão de pé no prédio? esperando para entrar.,51
common_voice_pt_19291610.wav,Decidi trazer dinheiro para minha mãe.,38
common_voice_pt_19291611.wav,"Para continuar sua busca pelo tesouro, ele teve que abandonar Fátima.",69
common_voice_pt_19291612.wav,Laranja verde.,14
common_voice_pt_19291613.wav,Aprenda a julgar por si mesmo,29
common_voice_pt_19291614.wav,Um menino pulando de um trampolim em um lago.,45
common_voice_pt_19291627.wav,Eu vou te ver depois.,21
common_voice_pt_19291629.wav,"Além da criptografia?, ele também pode ser usado para autenticação.",67
common_voice_pt_19291631.wav,O aplicativo está realmente com um bug.,39
common_voice_pt_19291632.wav,Toda a riqueza vem dos bolsos.,30
common_voice_pt_19291634.wav,Claro que sei onde ela mora.,28
common_voice_pt_19295023.wav,Grandes cidades do Brasil.,26
common_voice_pt_19295025.wav,Eu pertenço aqui.,17
common_voice_pt_19295027.wav,O que quer dizer que está tudo bem?,35
common_voice_pt_19295030.wav,Chá preto muito inesperado,26
common_voice_pt_19295031.wav,O gato pulou na mesa e derrubou o vaso.,39
common_voice_pt_19295037.wav,Essa festa foi incrível.,24
common_voice_pt_19295038.wav,Eu ouvi alguém bater na porta à noite.,38
common_voice_pt_19295039.wav,Como você gosta disso?,22
common_voice_pt_19295040.wav,Vídeos compilação de falhas.,28
common_voice_pt_19295041.wav,Espere só um minuto agora.,26
common_voice_pt_19295047.wav,É melhor quebrá-lo antes que você fique ainda mais complicado!,62
common_voice_pt_19295051.wav,"Depois de vários meses de negociações, a Eleven Sports chegou a um acordo.",74
common_voice_pt_19295052.wav,Prefiro o jornalismo da Record e da Band.,41
common_voice_pt_19295060.wav,Assim fica difícil!,19
common_voice_pt_19295061.wav,Como calcular seqüências?,25
common_voice_pt_19295062.wav,Pesquisa de cuidado,19
common_voice_pt_19295063.wav,"Perdido, porém feliz",20
common_voice_pt_19295064.wav,Ela também começou a chorar,27
common_voice_pt_19295065.wav,"Você vai me dar sua bênção?, perguntou o menino.",48
common_voice_pt_19295066.wav,Na alquimia? é chamado a alma do mundo.,39
common_voice_pt_19295067.wav,Ficará surpreendido com o que há para fazer sem ter que utilizar o cartão.,74
common_voice_pt_19295068.wav,É fácil ser provocado,21
common_voice_pt_19295069.wav,Eu tenho medo de seguir,23
common_voice_pt_19295075.wav,As pessoas estão agachadas no chão preparando algo em um prato de metal.,72
common_voice_pt_19295076.wav,Eu não recomendaria publicar o artigo sem o conjunto de dados.,62
common_voice_pt_19295077.wav,Pendure os óculos nos dois braços.,34
common_voice_pt_19295078.wav,Que dispositivo interessante é esse.,36
common_voice_pt_19295079.wav,Ela colocou seus chinelos? escalou as escadas? e foi para a cama.,65
common_voice_pt_19295106.wav,A luz rosa na caixa marrom brilhou.,35
common_voice_pt_19295107.wav,"Mas o tempo está muito bom, sem neve",36
common_voice_pt_19295108.wav,Todo mundo tem uma opinião sobre Jesus Cristo.,46
common_voice_pt_19295110.wav,O coração quer o que o coração quer.,36
common_voice_pt_19295111.wav,O arquivo foi baixado com sucesso.,34
common_voice_pt_19295116.wav,Qual é a definição de,21
common_voice_pt_19295117.wav,"Eu não entendo o que você está falando sobre?, disse o deserto.",63
common_voice_pt_19295118.wav,Você sabe como é a minha voz?,29
common_voice_pt_19295119.wav,E depois havia os outros? que estavam interessados apenas em ouro.,66
common_voice_pt_19295120.wav,Vários ciclistas atravessam uma grande ponte com a cidade ao longe.,67
common_voice_pt_19295130.wav,Eu tenho uma filha.,19
common_voice_pt_19295131.wav,"Tomei duas pílulas, mas não consegui dormir",43
common_voice_pt_19295132.wav,Várias mulheres sentadas em cadeiras em frente a uma parede de espelhos.,72
common_voice_pt_19295134.wav,Vejo você nos jornais engraçados.,33
common_voice_pt_19295145.wav,"Windows sete, oito ou dez.",26
common_voice_pt_19295146.wav,"Um amor puro tem que ser conquistado, é inútil oferecer-se sem valor.",69
common_voice_pt_19295147.wav,Pessoas andando pela rua.,25
common_voice_pt_19295148.wav,Ler não é o mesmo que entender.,31
common_voice_pt_19295149.wav,Muito especial,14
common_voice_pt_19300712.wav,A instituição que é completamente inalterada em pessoal é o fóssil,66
common_voice_pt_19300713.wav,Chame a polícia agora!,22
common_voice_pt_19300714.wav,Duas pessoas pintando uma parede de tijolos.,44
common_voice_pt_19300715.wav,Nos reunimos de novo,20
common_voice_pt_19300716.wav,As ovelhas foram levadas para casa por um cachorro.,51
common_voice_pt_19301253.wav,Leve em conta os grilhões da Nova cidade de Taipei,50
common_voice_pt_19301254.wav,Você conhece a Ana.,19
common_voice_pt_19301255.wav,Nos vemos na hora do almoço,27
common_voice_pt_19301256.wav,"Bem, isso é um tiro muito longo, mas por que diabos não?",56
common_voice_pt_19301257.wav,Daqui a pouco.,14
common_voice_pt_19301304.wav,E foi assim que aconteceu.,26
common_voice_pt_19301306.wav,Eu estive lá,12
common_voice_pt_19301307.wav,Amy é um gênio em pesquisa.,27
common_voice_pt_19301309.wav,Por que as pessoas têm idéias realmente boas no chuveiro?,57
common_voice_pt_19301311.wav,Bem-vindo a todos para praticar juntos,38
common_voice_pt_19301316.wav,O cachorro pulou a cerca de dois metros e meio.,47
common_voice_pt_19301318.wav,Então essa parte foi adorável e funcionou bem para os meus pais.,64
common_voice_pt_19301319.wav,Adicione esta música à minha playlist.,38
common_voice_pt_19301321.wav,Reporte ao órgão do governo central para referência,51
common_voice_pt_19301322.wav,Centenas de observadores viram a chama naquela noite e na noite seguinte.,73
common_voice_pt_19301328.wav,Operando uma pequena loja,25
common_voice_pt_19301329.wav,Ela vai perder a cabeça quando descobrir.,41
common_voice_pt_19301330.wav,Imediatamente sentiu que o Sr. Ashby lhe fizera um grande desserviço.,69
common_voice_pt_19301331.wav,Uma mulher loira em um bar olha por cima do ombro.,50
common_voice_pt_19301332.wav,Os paramédicos retiraram o desfibrilador para reanimar o motociclista.,70
common_voice_pt_19301338.wav,As pessoas olham ao redor da geleira,36
common_voice_pt_19301339.wav,O capitão mandou içar as velas.,31
common_voice_pt_19301340.wav,O café já foi entregue na copa,30
common_voice_pt_19301341.wav,Você vai confiar nele que ele faz certo?,40
common_voice_pt_19301342.wav,Você obtém uma educação.,24
common_voice_pt_19301349.wav,Não podemos deixar que o Chronicle nos dê risada!,49
common_voice_pt_19301350.wav,E hoje você não escapa.,23
common_voice_pt_19301351.wav,Você se mudou e mudou-se antes.,31
common_voice_pt_19301352.wav,A tampa da jarra estava apertada demais para desatarraxar.,58
common_voice_pt_19301354.wav,Ligar luzes.,12
common_voice_pt_19301363.wav,Eu não vou falar sobre eles.,28
common_voice_pt_19301364.wav,"Depois de se familiarizar com isso, você vai querer usá-lo para tudo.",69
common_voice_pt_19301365.wav,Trabalho em progresso.,22
common_voice_pt_19301366.wav,Mas um deles agarrou o menino e puxou-o para fora do buraco.,60
common_voice_pt_19301367.wav,"Era tímido, mas determinado",27
common_voice_pt_19301388.wav,Você pode me emprestar sua bicicleta por um tempo?,50
common_voice_pt_19301389.wav,Mergulho de goleiro de hóquei,29
common_voice_pt_19301390.wav,"Foi ele quem disse, não eu.",27
common_voice_pt_19301391.wav,A necessidade estava clara,26
common_voice_pt_19301392.wav,Eu tive um memorando da Art hoje.,33
common_voice_pt_19301418.wav,A mentira tem perna curta.,26
common_voice_pt_19301419.wav,"A maionese é feita a partir de ovos, azeite, vinagre e mostarda.",64
common_voice_pt_19301420.wav,Bem? que bom seria para você se você tivesse morrido  o alquimista respondeu.,77
common_voice_pt_19301421.wav,Crianças asiáticas correm por um longo corredor cinza.,54
common_voice_pt_19301422.wav,"No instituto de pesquisa, eles têm um microscópio eletrônico.",61
common_voice_pt_19301428.wav,Se você fechar suas portas antes das seis da tarde.,51
common_voice_pt_19301430.wav,Os infiéis tinham um olhar maligno sobre eles.,46
common_voice_pt_19301431.wav,Ele não é educado.,18
common_voice_pt_19301433.wav,Mas eu vou fazer você e Maria uma proposta de negócios.,55
common_voice_pt_19301435.wav,O ônus da responsabilidade é relativamente leve,47
common_voice_pt_19301448.wav,Nós temos que fazer alguma coisa!,33
common_voice_pt_19301449.wav,Por que eu deveria me privar da minha vida?,43
common_voice_pt_19301450.wav,E o odor dos animais tornou-se um pouco mais tolerável.,55
common_voice_pt_19301451.wav,Projeto de construção,21
common_voice_pt_19301452.wav,Todo mundo está morrendo,24
common_voice_pt_19301464.wav,Você olha para mim como se não me conhecesse.,45
common_voice_pt_19301465.wav,Continuar a perseguir a história dos sonhos empreendedores,58
common_voice_pt_19301466.wav,Quantas camadas precisamos?,27
common_voice_pt_19301467.wav,Uma criança segura a mão para a direita.,40
common_voice_pt_19301468.wav,registradas no sistema em outubro.,34
common_voice_pt_19301474.wav,Ele sabia como cortá-los e como abatê-los.,42
common_voice_pt_19301475.wav,Desceu e pegou ele mesmo.,25
common_voice_pt_19301476.wav,Uma criança vestindo uma jaqueta vermelha detém uma borboleta no dedo enlameado.,80
common_voice_pt_19301477.wav,Vicky queria não fazer um espetáculo de si mesma.,49
common_voice_pt_19301478.wav,Um garçom recebe um pedido de um homem que está olhando para o cardápio.,72
common_voice_pt_19301489.wav,Adicionar esta música tomoyasu hotei à minha playlist de concentração,69
common_voice_pt_19301490.wav,Que foi incapaz de lidar com esse menino que falava a língua do mundo.,70
common_voice_pt_19301491.wav,"Eu sou uma mulher do deserto?, ela disse evitando seu rosto.",60
common_voice_pt_19301492.wav,Aprenda bem todo o conhecimento,31
common_voice_pt_19301493.wav,Terra assada.,13
common_voice_pt_19301499.wav,"E Jesus disse, chamarás isto de bolacha e não de biscoito!",58
common_voice_pt_19301500.wav,Ele disse que não poderia ter lidado melhor com isso.,53
common_voice_pt_19301501.wav,A aparência rica,16
common_voice_pt_19301502.wav,A sensualidade dela era notável.,32
common_voice_pt_19301503.wav,inclusive palavras de aparência esdrúxula,41
common_voice_pt_19301514.wav,Eu não poderia passar por outro dia como este.,46
common_voice_pt_19301515.wav,Meus fones de ouvido são muito ruins.,37
common_voice_pt_19301516.wav,Helena era o nome da atriz.,27
common_voice_pt_19301517.wav,Seu dentista ligou ontem.,25
common_voice_pt_19301518.wav,Viu algum fantasma?,19
common_voice_pt_19301534.wav,Eu vejo o que você quer dizer.,30
common_voice_pt_19301535.wav,Reduza o risco de câncer,24
common_voice_pt_19301536.wav,Mas? mais importante? ele foi capaz todos os dias de viver o seu sonho.,71
common_voice_pt_19301537.wav,É um negócio ou não é?,22
common_voice_pt_19301538.wav,Canal e Armazém de Otaru,24
common_voice_pt_19301559.wav,Talvez seja melhor ligarmos para Herman.,40
common_voice_pt_19301560.wav,Mas todos nós temos que entrar lá e jogar!,42
common_voice_pt_19301561.wav,Ele sabia o que eu estava pensando? o menino disse para si mesmo.,65
common_voice_pt_19301563.wav,"Teclado, mouse e monitor.",25
common_voice_pt_19301565.wav,A bíblia cristã tem visto muitas mudanças ao longo da história.,63
common_voice_pt_19301579.wav,Você está bem?,14
common_voice_pt_19301580.wav,O dinheiro não é importante.,28
common_voice_pt_19301581.wav,Você sabe falar japonês?,24
common_voice_pt_19301582.wav,"Realmente elogios, vale a pena comprar",38
common_voice_pt_19301583.wav,Saberemos quando chegar ao fim,30
common_voice_pt_19301594.wav,Mas não deixe isso fora de sua vista.,37
common_voice_pt_19301595.wav,Eu sinto calor no meu coração.,30
common_voice_pt_19301596.wav,Sua conta ainda está aqui.,26
common_voice_pt_19301597.wav,Mulher está procurando algo.,28
common_voice_pt_19301598.wav,Era quase como se sua vida tivesse sido apagada.,48
common_voice_pt_19301619.wav,Os cinco turistas franceses pisaram sobre os bulldogs excitados.,64
common_voice_pt_19301620.wav,"Poderia ser calculado de várias maneiras, o que daria resultados mais ou menos equivalentes.",92
common_voice_pt_19301621.wav,Eu não posso ajudar minha amada neta.,37
common_voice_pt_19301623.wav,Eu não sei pegar o ônibus.,26
common_voice_pt_19301648.wav,Isso dá uma ideia do que estou enfrentando.,43
common_voice_pt_19301650.wav,Esse é o seu bebê?,18
common_voice_pt_19301651.wav,"Uma seção da estrada de Zhongzheng, distrito de Danshui, cidade nova de Taipei",78
common_voice_pt_19301652.wav,Eu tenho que descobrir uma maneira de sair dessa coisa!,55
common_voice_pt_19301653.wav,adicione Black Yankee Rock interpretado por Pop Punk's Not Dead na minha playlist,81
common_voice_pt_19301670.wav,Eu sinceramente não me lembro da última vez que recebi um e-mail pessoal.,73
common_voice_pt_19301671.wav,Alguns de nossos maiores clientes são afetados.,47
common_voice_pt_19301672.wav,Eu não gosto muito de mudar? ele disse.,39
common_voice_pt_19301673.wav,O menino ouviu em voz baixa.,28
common_voice_pt_19301689.wav,Não havia empatia por ela agora.,32
common_voice_pt_19301690.wav,"Dezessete minutos depois,? ela estava na água e quase se afogou.",64
common_voice_pt_19301691.wav,Fortalecimento da construção de engenharia de tráfego,53
common_voice_pt_19301692.wav,Agora sua intuição era de que ele estava certo em vir.,54
common_voice_pt_19301693.wav,Eu tenho que começar minha entrevista.,38
common_voice_pt_19301714.wav,Ele realmente era um rei!,25
common_voice_pt_19301715.wav,Ele atuou em vários filmes.,27
common_voice_pt_19301717.wav,Ele podia ver que o velho queria saber mais sobre sua vida.,59
common_voice_pt_19301718.wav,Vamos contribuir com essa causa.,32
common_voice_pt_19301720.wav,"Para mim, existem metas estabelecidas.",38
common_voice_pt_19301741.wav,Para quem você está ligando agora?,34
common_voice_pt_19301747.wav,A história do Brasil é antiga.,30
common_voice_pt_19301749.wav,Ele se aproximou da massa e ficou surpreso com o tamanho e a forma.,67
common_voice_pt_19301750.wav,Você pode citar algumas empresas de tecnologia japonesas?,57
common_voice_pt_19301751.wav,Vá para a cidade de carro e compre remédios de volta.,53
common_voice_pt_19301774.wav,O futuro é agora.,17
common_voice_pt_19301775.wav,"No entanto, cada um sentiu seu coração bater um pouco mais rápido.",66
common_voice_pt_19301776.wav,Isso é injusto.,15
common_voice_pt_19301777.wav,Eu nunca percebi o quão alto é o povo norueguês.,48
common_voice_pt_19301778.wav,Devo anunciar-lhe?,18
common_voice_pt_19301799.wav,"Você dominou esses cavaleiros com o jeito que você olhou para eles?, disse ele.",79
common_voice_pt_19301800.wav,Celebrações ecoaram pela terra.,31
common_voice_pt_19301801.wav,De volta para você.,19
common_voice_pt_19301802.wav,"Eu tive o mesmo sonho duas vezes?, disse ele.",45
common_voice_pt_19301803.wav,O que não pode ser curado deve ser suportado,44
common_voice_pt_19301860.wav,Um cão marrom e branco entra na água ao olhar para trás.,56
common_voice_pt_19301861.wav,Não faça amanhã o que você poderia fazer hoje.,46
common_voice_pt_19301862.wav,Eles eram conhecidos como videntes? e eram mantidos com medo por mulheres e idosos.,83
common_voice_pt_19301863.wav,Sua conexão com a internet era muito lenta.,43
common_voice_pt_19301864.wav,Os animais estavam exaustos? e os homens conversavam entre si cada vez menos.,77
common_voice_pt_19301870.wav,O que poderia significar?,25
common_voice_pt_19301871.wav,Agora você apenas vira e vai direto para baixo.,47
common_voice_pt_19301872.wav,Eu estou no rosa da condição.,29
common_voice_pt_19301876.wav,Nós só temos quatro pessoas,27
common_voice_pt_19301878.wav,Deixe-me emprestá-la primeiro.,30
common_voice_pt_19301908.wav,"Por favor,? seja humilde.",25
common_voice_pt_19301910.wav,"Quando a panela esfriara?, o monge e o menino olhavam para ela,? ofuscados.",75
common_voice_pt_19301912.wav,Eu nunca tive essa ideia.,25
common_voice_pt_19301913.wav,Uma moça fica ao lado de desenhos de uma artista de caricatura.,63
common_voice_pt_19301914.wav,Então eu só tenho uma hora para me vestir.,42
common_voice_pt_19301925.wav,Há uma saída.,13
common_voice_pt_19301926.wav,Você não pode tirar sangue de uma pedra.,40
common_voice_pt_19301927.wav,Nós decidimos trabalhar,23
common_voice_pt_19301929.wav,Contém todos os detalhes técnicos de perfeição,46
common_voice_pt_19301940.wav,A ação ainda é suave,20
common_voice_pt_19301941.wav,Tendo ouvido que? o menino ficou ainda mais interessado em alquimia.,68
common_voice_pt_19301942.wav,O que você tem medo de Melissa?,31
common_voice_pt_19301944.wav,Ele realmente era um rei sábio.,31
common_voice_pt_19301946.wav,Você já sabe sobre alquimia.,28
common_voice_pt_19301960.wav,Um cachorro correndo na praia.,30
common_voice_pt_19301961.wav,por parte dos Estados Unidos e por parte da União Soviética.,60
common_voice_pt_19301962.wav,Não é possível solicitar assistência,36
common_voice_pt_19301963.wav,Havia o suficiente para comprar muitas armas.,45
common_voice_pt_19301964.wav,Dirigir é uma tarefa que requer foco.,37
common_voice_pt_19301980.wav,Conheça as tendências e aplicações futuras,42
common_voice_pt_19301981.wav,Uma banda com membros segurando seus chapéus.,45
common_voice_pt_19301982.wav,Uma criança senta-se em frente a um prato de melancia e morangos.,65
common_voice_pt_19301984.wav,Eles são gêmeos ou apenas irmãos normais?,41
common_voice_pt_19301985.wav,Pessoas em uma aula de kickboxing.,34
common_voice_pt_19302000.wav,Eu não sei como explicar isso.,30
common_voice_pt_19302001.wav,Qual é a melhor solução para esse problema?,43
common_voice_pt_19302002.wav,Durante todo o dia estaremos atentos aos nossos inimigos.,57
common_voice_pt_19302003.wav,Então apenas tente,18
common_voice_pt_19302004.wav,Mesmo que as ovelhas não me ensinassem a falar árabe.,53
common_voice_pt_19302010.wav,Ele estará pronto a tempo.,26
common_voice_pt_19302011.wav,Eu te imploro para não fazer isso.,34
common_voice_pt_19302012.wav,"Mas, confesso que estou sem coragem",35
common_voice_pt_19302013.wav,Um conceito assustador ocorreu a Jennifer.,42
common_voice_pt_19302014.wav,Ela deveria descer e pegar você.,32
common_voice_pt_19302053.wav,Empresa de catering,19
common_voice_pt_19302055.wav,Era uma forma oblonga.,22
common_voice_pt_19302057.wav,Para mim é difícil.,19
common_voice_pt_19302058.wav,O ceú é maravilhoso.,20
common_voice_pt_19302059.wav,Ele me disse que a declaração de falência é o último recurso.,61
common_voice_pt_19302075.wav,Um homem de camisa branca está sentado em uma mesa olhando alguns papéis,72
common_voice_pt_19302076.wav,O animal escapou da armadilha.,30
common_voice_pt_19302077.wav,duas mulheres asiáticas andando na frente de uma porta verde,60
common_voice_pt_19302079.wav,E um milhão e uma outras coisas.,32
common_voice_pt_19302081.wav,"Quando ela entrou na pista de dança, todos na boate estavam olhando para ela.",77
common_voice_pt_19302095.wav,Palavras boas não maculam o repolho.,36
common_voice_pt_19302097.wav,As pessoas me viram chegando e me acolheu? ele pensou.,54
common_voice_pt_19302098.wav,tinhas cinco anos de idade quando eu te conheci.,48
common_voice_pt_19302099.wav,A perda de uma pessoa é o lucro de outra pessoa.,48
common_voice_pt_19302115.wav,eu sou aquele que te vai dizer quem tu és.,42
common_voice_pt_19302116.wav,Mas o inglês estava exultante.,30
common_voice_pt_19302117.wav,Eu faço o melhor que posso para ajudar.,39
common_voice_pt_19302118.wav,Você pode ler tudo sobre isso nos jornais de lá.,48
common_voice_pt_19302130.wav,Você tem certeza de que está confortável?,41
common_voice_pt_19302131.wav,Você não sabe que a menina está muito doente?,45
common_voice_pt_19302132.wav,Em que ano essa música foi lançada?,35
common_voice_pt_19302133.wav,Verifique meus emails.,22
common_voice_pt_19302134.wav,Eu estou acostumada com o chefe.,32
common_voice_pt_19302140.wav,Ela mal podia esperar,21
common_voice_pt_19302141.wav,Mas você tem que me deixar em paz.,34
common_voice_pt_19302142.wav,Encontre a pintura O álbum acústico,35
common_voice_pt_19302143.wav,"Você conhece alguém aqui que cura as doenças das pessoas?, Perguntou o garoto.",78
common_voice_pt_19302144.wav,O Debian é um sistema operacional que é livre como em liberdade.,64
common_voice_pt_19302160.wav,Criminosos choram por isso.,27
common_voice_pt_19302161.wav,Satã sabe disso.,16
common_voice_pt_19302162.wav,Eu sou tudo que o promotor disse que eu era.,44
common_voice_pt_19302163.wav,Eles foram inspirados por esse desastre para nunca deixar acontecer de novo.,76
common_voice_pt_19302164.wav,O asfalto dificulta o escoamento da água.,41
common_voice_pt_19302180.wav,O que você quer dizer com isso?,31
common_voice_pt_19302181.wav,Quanto custa esse notebook?,27
common_voice_pt_19302182.wav,Ele tem um bom entendimento e equilíbrio,40
common_voice_pt_19302183.wav,Ele estava aprendendo muitas coisas novas.,42
common_voice_pt_19302184.wav,Licorice é um alimento preto mastigável.,40
common_voice_pt_19302197.wav,Cinco pessoas foram liberadas.,30
common_voice_pt_19302199.wav,O menino pensou no comerciante de cristal.,42
common_voice_pt_19302201.wav,Um cavalo e um cavaleiro saltam sobre um obstáculo.,51
common_voice_pt_19302203.wav,Coloque sua confiança em Deus,29
common_voice_pt_19302204.wav,Como você acha?,15
common_voice_pt_19302215.wav,Todos eles se encontraram durante o expediente.,47
common_voice_pt_19302216.wav,Ele é bem jovem para esse trabalho.,35
common_voice_pt_19302217.wav,Um alpinista com um capacete branco está repelindo.,51
common_voice_pt_19302219.wav,O medo é frequentemente a causa da violência.,45
common_voice_pt_19302221.wav,Equipe de busca e resgate de vários municípios e cidades,56
common_voice_pt_19302235.wav,Em vez de fazer tudo no mundo,29
common_voice_pt_19302236.wav,Mas as mãos de Fátima seguraram as alças de seu jarro.,54
common_voice_pt_19302237.wav,O pai dela está muito preocupado com ela.,41
common_voice_pt_19302238.wav,Eu gostaria de tomar um banho.,30
common_voice_pt_19302239.wav,A vida da cidade é muito conveniente,36
common_voice_pt_19302245.wav,Para melhorar a energia cinética,32
common_voice_pt_19302246.wav,O menino levou-os para o penhasco onde estivera no dia anterior.,64
common_voice_pt_19302248.wav,Eu acho que a tradução automática vai melhorar com o tempo.,59
common_voice_pt_19302249.wav,Às vezes me sinto entediado,27
common_voice_pt_19302260.wav,Muitos pastores passaram por? vendendo sua lã.,46
common_voice_pt_19302261.wav,Que horas são em Londres?,25
common_voice_pt_19302262.wav,Ele pausou? e seus olhos ainda eram hostis.,43
common_voice_pt_19302263.wav,Como eles conseguiram improvisar em tão pouco tempo? ela nunca saberá.,70
common_voice_pt_19302264.wav,Como você está hoje??,21
common_voice_pt_19302951.wav,Derretido no ar fino,20
common_voice_pt_19302952.wav,O céu estava claro.,19
common_voice_pt_19302953.wav,Com tudo isso?,14
common_voice_pt_19302954.wav,"Utilizamos cookies para melhorar a experiência do utilizador, personalizar conteúdo e anúncios.",95
common_voice_pt_19302960.wav,Aplicação de aconselhamento para vários incentivos,50
common_voice_pt_19302961.wav,Eu vou te dizer porque eles fizeram isso.,41
common_voice_pt_19302962.wav,Ela é aquela a quem todo mundo vende coisas.,44
common_voice_pt_19302963.wav,Receita de bolo de abacaxi.,27
common_voice_pt_19302964.wav,Qual é a sua opinião nesse tópico?,34
common_voice_pt_19302970.wav,Alegria compartilhada é alegria dupla O sofrimento compartilhado é apenas meio pesar.,85
common_voice_pt_19302971.wav,Não precisava ter dito algo tão rude,36
common_voice_pt_19302972.wav,A morte não muda nada? o menino pensou.,39
common_voice_pt_19302973.wav,Faça uma busca por artistas nacionais.,38
common_voice_pt_19302974.wav,As raposas são criaturas realmente inteligentes.,48
common_voice_pt_19302975.wav,Você também é claro sobre si mesmo,34
common_voice_pt_19302976.wav,Vá agora e volte depois.,24
common_voice_pt_19302977.wav,As famílias estarão aqui em breve.,34
common_voice_pt_19302978.wav,Os homens estão andando descalços em uma corda bamba.,53
common_voice_pt_19302979.wav,Eu não me importo se ela fez ou não.,36
common_voice_pt_19305013.wav,Não compartilhe suas opiniões tão prontamente porque você nunca sabe quem está ouvindo.,87
common_voice_pt_19305014.wav,Não vai funcionar depois de dez horas.,38
common_voice_pt_19305015.wav,Uma equipe de construção trabalhando em trilhos.,48
common_voice_pt_19305016.wav,Um grupo de pessoas sentou-se à sombra do sol quente.,53
common_voice_pt_19305017.wav,Meu trabalho exige muita viagem.,32
common_voice_pt_19305018.wav,É uma pessoa que traz infelicidade,34
common_voice_pt_19305019.wav,Eu não sei.,11
common_voice_pt_19305020.wav,O arrependimento é o coração da cura.,37
common_voice_pt_19305021.wav,Ele tinha visto reis e mendigos andando pelas areias do deserto.,64
common_voice_pt_19305022.wav,Mas eu não matei ninguém.,25
common_voice_pt_19305023.wav,Talvez eles sejam como eu.,26
common_voice_pt_19305024.wav,C Sharp é uma linguagem de programação.,39
common_voice_pt_19305025.wav,Nós tivemos algumas maçãs deliciosas com caramelo.,50
common_voice_pt_19305027.wav,Você vai escapar.,17
common_voice_pt_19305028.wav,Não compartilhe suas opiniões tão prontamente porque você nunca sabe quem está ouvindo.,87
common_voice_pt_19305029.wav,O estudo da literatura no Brasil.,33
common_voice_pt_19305030.wav,Quem fala a verdade não falta inimigos.,39
common_voice_pt_19305031.wav,Uma raposa caída não pega galinhas.,35
common_voice_pt_19305032.wav,Subscrito na plataforma de compras on-line pública,50
common_voice_pt_19307719.wav,Eu me vi sozinho e vi as pessoas do outro lado do poço fugindo.,63
common_voice_pt_19307720.wav,"Não pode salvar-se primeiro, então é ainda menos provável que salve os outros",77
common_voice_pt_19307721.wav,Peça uma pizza.,15
